0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.830138881328995160e+00
0.000000000000000000e+00,3.067127694431433405e+00
4.000000000000000000e+00,3.343840927909158101e+00
1.500000000000000000e+01,3.489734267394799083e+00
4.000000000000000000e+00,4.339635797156626396e+00
1.520000000000000000e+02,4.758787932108341501e+00
1.640000000000000000e+02,4.842518798089057164e+00
1.660000000000000000e+02,5.084097090005211150e+00
1.690000000000000000e+02,5.175922664556219743e+00
1.880000000000000000e+02,5.479104481959427453e+00
1.980000000000000000e+02,5.899064017084470812e+00
2.560000000000000000e+02,6.042195836660956942e+00
3.160000000000000000e+02,6.318636800387199770e+00
