0,0.00E+00,
0,4.08E-01,
0,1.04E+00,
0,2.57E+00,
1,2.93E+00,
3,3.28E+00,
4,3.29E+00,
7,3.48E+00,
8,3.57E+00,
11,3.65E+00,
13,3.67E+00,
17,3.78E+00,
18,4.13E+00,
25,4.25E+00,
29,4.63E+00,
53,4.73E+00,
55,5.07E+00,
63,5.80E+00,
70,5.82E+00,
85,5.82E+00,
87,5.84E+00,
92,5.93E+00,
101,5.95E+00,
102,5.97E+00,
109,5.97E+00,
79,5.98E+00,
87,5.99E+00,
101,6.00E+00,
112,6.01E+00,
113,6.07E+00,
121,6.07E+00,
124,6.16E+00,
128,6.20E+00,
131,6.30E+00,
138,6.68E+00,
