0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.609027621333178892e-01
0.000000000000000000e+00,6.709126363372481805e-01
0.000000000000000000e+00,6.745406082040773521e-01
0.000000000000000000e+00,2.647636417222012817e+00
2.000000000000000000e+00,2.724185172823156975e+00
4.000000000000000000e+00,3.444575601171888657e+00
2.000000000000000000e+01,3.817743591095169364e+00
2.500000000000000000e+01,3.968769427844588638e+00
3.600000000000000000e+01,4.075737394033671634e+00
5.700000000000000000e+01,4.076879914798719362e+00
6.000000000000000000e+01,4.151118372205306883e+00
6.900000000000000000e+01,4.241310528961109938e+00
7.300000000000000000e+01,4.302315542829342476e+00
8.200000000000000000e+01,4.382777134924800144e+00
9.400000000000000000e+01,4.460736934672468124e+00
0.000000000000000000e+00,4.645330616322858042e+00
2.700000000000000000e+01,4.697356118796011337e+00
3.200000000000000000e+01,4.852767602800170721e+00
3.500000000000000000e+01,4.858866413956248742e+00
4.200000000000000000e+01,5.175768029215029209e+00
4.300000000000000000e+01,5.456985518183004480e+00
8.200000000000000000e+01,5.484888412250629841e+00
1.700000000000000000e+01,5.829393575804362015e+00
