0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.958912485586311869e-03
0.000000000000000000e+00,6.675948748410122369e-02
0.000000000000000000e+00,4.284221410066106350e-01
0.000000000000000000e+00,4.413200073295114323e-01
1.000000000000000000e+00,5.916273832169481883e-01
1.000000000000000000e+00,1.116068167599473471e+00
2.000000000000000000e+00,1.997983509396562107e+00
4.000000000000000000e+00,3.197905076343489306e+00
7.000000000000000000e+00,3.601442341926354818e+00
1.600000000000000000e+01,4.613144039653628958e+00
1.700000000000000000e+01,5.010254331355419311e+00
1.800000000000000000e+01,5.339350547111091139e+00
2.400000000000000000e+01,5.601495844490386844e+00
3.200000000000000000e+01,6.442266704569519220e+00
4.000000000000000000e+01,6.629614352121283360e+00
1.130000000000000000e+02,6.736336804054531058e+00
2.040000000000000000e+02,6.745969361445461665e+00
